osm_id,name,lat,lon,type,phone,website,address_city,address_street,category,tags.amenity,tags.cuisine,tags.name,extracted_emails,instagram,twitter,facebook,meta_description,tags.addr:city,tags.addr:housenumber,tags.addr:postcode,tags.addr:street,tags.fhrs:confidence_management,tags.fhrs:hygiene,tags.fhrs:id,tags.fhrs:local_authority_id,tags.fhrs:rating,tags.fhrs:structural,tags.phone,tags.source,tags.source:addr,tags.source:postcode,tags.website,tags.wheelchair,tags.wikidata,enrichment_error,tags.level,tags.indoor_seating,tags.outdoor_seating,tags.postal_code,tags.wikipedia,tags.brand,tags.brand:wikidata,tags.brand:wikipedia,tags.check_date,tags.contact:website,tags.name:ja,tags.opening_hours,tags.payment:cash,tags.payment:credit_cards,tags.payment:debit_cards,tags.note,tags.diet:vegetarian,linkedin,tags.diet:vegan,tags.name:en,tags.name:zh,tags.takeaway,tags.type,tags.official_name,tags.operator,tags.payment:american_express,tags.contact:instagram,tags.toilets:wheelchair,tags.old_name,tags.addr:country,tags.description,tags.source:addr:postcode,tags.survey:date,tags.reservation,tags.contact:facebook,tags.contact:twitter,tags.contact:phone,tags.addr:floor,tags.contact:fax,tags.addr:housename,tags.addr:place,tags.url,tags.disused,tags.email,tags.opening_hours:signed,tags.wikimedia_commons,tags.branch,tags.addr:interpolation,tags.wifi,tags.opening_hours:note,tags.alt_name,tags.diet:gluten_free,tags.fixme,tags.toilets,tags.toilets:access,tags.entrance,tags.air_conditioning,tags.capacity,tags.check_date:opening_hours,tags.highchair,tags.smoking,tags.name:zh-Hans,tags.name:zh-Hant,tags.building:levels,tags.addr:unit,tags.delivery,tags.name:es,tags.name:pt,tags.internet_access,tags.ref:vatin,tags.stars,tags.brand:en,tags.brand:zh,tags.internet_access:fee,tags.internet_access:ssid,tags.website:menu,tags.bar,tripadvisor,tags.diet:halal,tags.dog,tags.microbrewery,tags.payment:apple_pay,tags.payment:contactless,tags.payment:google_pay,tags.toilets:menstrual_products,tags.diet:meat,tags.check_date:diet:vegetarian,tags.payment:cards,tags.inscription,tags.building,tags.flickr,tags.image,tags.ref:GB:uprn,tags.roof:levels,tags.building:material,tags.roof:colour,tags.building:colour,tags.building:part,tags.toilets:unisex,tags.value,tags.wheelchair:description,tags.building:architecture,tags.source:addr:housenumber,tags.shop,tags.source:postal_code,tags.heritage,tags.heritage:operator,tags.heritage:website,tags.listed_status,tags.ref:GB:nhle,tags.short_name,tags.breakfast,tags.addr:parentstreet,tags.note:name:zh,tags.website:en,tags.serving_system:buffet,tags.payment:mastercard,tags.payment:visa,tags.changing_table,tags.toilets:disposal,tags.toilets:position,tags.cocktails
4357414382,Pho & Bun,51.511947,-0.131777,node,+44 20 7287 3528,https://vieteat.co.uk/pho-bun/,London,Shaftesbury Avenue,restaurant,restaurant,vietnamese,Pho & Bun,,,,,,London,76,W1D 6ND,Shaftesbury Avenue,,,828670,,,,+44 20 7287 3528,,,,https://vieteat.co.uk/pho-bun/,,,404 Client Error: Not Found for url: https://vieteat.co.uk/pho-bun,,,,,,,,,,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-23:30; Su 12:00-22:00,,,,,yes,,yes,,,yes,,,Viet Eat,,,,,,,,,,,,,,,,,,,phoandbun@vieteat.co.uk,,,,,,,,,,,,,yes,,2021-08-29,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363738389,Thai West Café,51.5106873,-0.1369375,node,,,,Brewer Street,restaurant,restaurant,thai,Thai West Café,,,,,,,87,,Brewer Street,,,,,,,,,,,,yes,,,,,,,,,,,2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Where we ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365076292,Olives N' Meze,51.511197,-0.1342314,node,,,,Great Windmill Street,restaurant,restaurant,mediterranean,Olives N' Meze,,,,,,,40,,Great Windmill Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408419791,Aqua Kyoto,51.5142896,-0.1408273,node,,https://aquakyoto.co.uk/experience,,,restaurant,restaurant,japanese,Aqua Kyoto,[],,,,"Stylish Japanese restaurant & rooftop bar in Soho. Enjoy fresh sushi, weekend brunch and cocktails with stunning London views. Book your table at Aqua Kyoto.",,,,,,,,,,,,,,,https://aquakyoto.co.uk/experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5th Floor
240 Regent Street (Entrance 30 Argyll Street).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427475092,Shaxian Delicacies,51.5120876,-0.1305093,node,,,London,Gerrard Street,restaurant,restaurant,,Shaxian Delicacies,,,,,,London,7,W1D 5PH,Gerrard Street,,,1494511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaxian Delicacies,沙县私房菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439711101,Poppie's Fish and Chips,51.5125393,-0.1326933,node,,https://poppiesfishandchips.co.uk/,London,Compton Street,restaurant,restaurant,fish_and_chips,Poppie's Fish and Chips,[],https://www.instagram.com/popsfishnchips/,https://twitter.com/popsfishnchips,https://www.facebook.com/PoppiesFishandChips,Visit Poppies restaurants for the best fish and chips in London. Where tradition meets excellence and your meal is served with love and care.,London,,W1D 6HW,Compton Street,,,,,,,,,,,https://poppiesfishandchips.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497218390,Chilli Shaker,51.5108447,-0.1344725,node,,http://www.chillishakersoho.com/,London,Denman Street,restaurant,restaurant,indian,Chilli Shaker,,,,,,London,4,W1D 7HD,Denman Street,,,413323,,,,,,,,http://www.chillishakersoho.com/,,,"HTTPConnectionPool(host='www.chillishakersoho.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.chillishakersoho.com', port=80): Failed to resolve 'www.chillishakersoho.com' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590646389,Burger & Lobster,51.5110319,-0.1315618,node,+44 20 3205 8963,https://www.burgerandlobster.com/en/location/leicestersquare,London,Wardour Street,restaurant,restaurant,burger;seafood,Burger & Lobster,,,,,,London,10,W1D 6QF,Wardour Street,,,,,,,+44 20 3205 8963,,,,https://www.burgerandlobster.com/en/location/leicestersquare,,,404 Client Error: Not Found for url: https://www.burgerandlobster.com/en/location/leicestersquare,,,,,,Burger & Lobster,Q113547162,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,Leicester Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601342802,The Real Greek,51.51541,-0.1362765,node,+44 20 7287 6805,https://www.therealgreek.com/restaurants/soho/,London,Berwick Street,restaurant,restaurant,greek,The Real Greek,"['Anastasia.Abazi@therealgreek.com', 'soho@therealgreek.com ', 'soho@therealgreek.com']",https://www.instagram.com/therealgreekuk/,https://twitter.com/realgreektweet,https://www.facebook.com/TheRealGreek,"The food we serve comes from Greece & the eastern Mediterranean, where the people have a passion for food, family & life.",London,50,W1F 8SJ,Berwick Street,,,772524,,,,+44 20 7287 6805,,FHRS Open Data,,https://www.therealgreek.com/restaurants/soho/,,,,,yes,yes,,,The Real Greek,Q110465528,,2025-11-03,,,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-21:00,,,,,yes,https://www.linkedin.com/company/the-real-greek/,yes,The Real Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668146652,Stax Diner,51.5125442,-0.138772,node,+44 20 7734 3190,http://staxdiner.com/,London,Kingly Court,restaurant,restaurant,american,Stax Diner,,,,,,London,,W1B 5PW,Kingly Court,,,706515,,,,+44 20 7734 3190,,,,http://staxdiner.com/,,,"HTTPConnectionPool(host='staxdiner.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='staxdiner.com', port=80): Failed to resolve 'staxdiner.com' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,,,,,,,Su-Mo 12:00-22:00; Tu-Th 12:00-23:00; Fr-Sa 12:00-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@staxburgers.co.uk,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668146653,Senor Cevice,51.5126309,-0.1386022,node,+44 20 7842 8540,https://www.senor-ceviche.com/,London,Kingly Court,restaurant,restaurant,peruvian,Senor Cevice,"['hola@senor-ceviche.com', '4065hola@senor-ceviche.comOpening']",https://www.instagram.com/senorceviche/,,https://www.facebook.com/SenorCeviche,"Señor Ceviche is a Peruvian restaurant and Pisco Bar in Kingly Court, 
Carnaby, Soho where like-minded lovers of ceviche and Pisco Sours unite.",London,,W1B 5PW,Kingly Court,,,1098654,,,,+44 20 7842 8540,,,,https://www.senor-ceviche.com/,,,,,,,,,,,,,,,Mo-Th 12:00-00:00; Fr-Sa 12:00-00:30; Su 12:00-23:00,,,,,,https://www.linkedin.com/company/senor-ceviche-ltd/,,,,,,,,,,,,,,,,,,,,,,,,,,hola@senor-ceviche.com,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668146654,Le Bab,51.5126537,-0.1389199,node,+44 20 7439 9222,https://www.eatlebab.com/,London,Kingly Court,restaurant,restaurant,kebab,Le Bab,[],,,,"Experience the Best Kebab in London, UK at Le Bab! Savour authentic flavours, fresh ingredients, and unique recipes at London's best kebab shop, serving North, East, and beyond. Visit eatLebab.com for our menu and special offers.",London,,W1B 5PW,Kingly Court,,,,,,,+44 20 7439 9222,,,,https://www.eatlebab.com/,,,,2,,,,,,,,,,,"Mo-Sa 12:00-15:00, 18:00-23:00; Su 12:00-17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@eatlebab.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668146655,Dirty Bones,51.5128071,-0.1388922,node,+44 20 7920 6434,https://dirty-bones.com/,London,Kingly Court,restaurant,restaurant,barbecue,Dirty Bones,[],https://www.instagram.com/dirtybones/,,,"NYC-inspired comfort food & cocktails in London; Carnaby, Soho, and in Oxford. Serving lunch, dinner, cocktails, and boozy weekend brunch.",London,,W1B 5PW,Kingly Court,,,1418759,,,,+44 20 7920 6434,,,,https://dirty-bones.com/,,,,2,,,,,,,,,,,Mo-Th 12:00-00:00; Fr 12:00-00:30; Sa 10:00-00:30; Su 10:00-23:00,,,,,,,,,,,,,,,,,,,Dirty Bones Carnaby is located on Kingly Court’s second floor overlooking the al fresco courtyard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668146656,Rum Kitchen,51.5127947,-0.1389316,node,+44 20 3668 2537,https://www.therumkitchen.com/,London,Kingly Court,restaurant,restaurant,caribbean,Rum Kitchen,,,,,,London,,W1B 5PW,Kingly Court,,,,,,,+44 20 3668 2537,,,,https://www.therumkitchen.com/,,,"HTTPSConnectionPool(host='www.therumkitchen.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.therumkitchen.com', port=443): Failed to resolve 'www.therumkitchen.com' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,,,,,,,Mo-Th 12:00-00:00; Fr-Sa 12:00-00:30; Su 12:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carnaby@therumkitchen.com,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693652989,Barrafina,51.5140756,-0.1326481,node,,https://www.barrafina.co.uk/restaurants/dean-street,,Dean Street,restaurant,restaurant,spanish;mediterranean,Barrafina,[],https://www.instagram.com/barrafinadeanspecials,,,"Find out more about Barrafina Dean Street, our award-winning Spanish tapas counter-dining restaurant in London's Soho area.",,26-27,,Dean Street,,,,,,,,,,,https://www.barrafina.co.uk/restaurants/dean-street,,,,,yes,yes,,,Barrafina,,,,https://www.barrafina.co.uk/restaurants/dean-street,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736199921,Bella Italia,51.5111248,-0.1295724,node,,https://www.bellaitalia.co.uk/restaurants/london/cranbourn-street,,,restaurant,restaurant,italian,Bella Italia,,,,,,,,,,,,,,,,,,,,https://www.bellaitalia.co.uk/restaurants/london/cranbourn-street,,,403 Client Error: Forbidden for url: https://www.bellaitalia.co.uk/restaurants/london/cranbourn-street,,yes,yes,,,Bella Italia,Q4883362,en:Bella Italia,2024-07-16,,ベッラ・イタリア,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-16,,,,,,,,,Beela Itália,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849928822,The Ivy Soho Brasserie,51.5137633,-0.135628,node,+44 20 3301 1166,https://theivysohobrasserie.com/,London,Broadwick Street,restaurant,restaurant,,The Ivy Soho Brasserie,[],https://www.instagram.com/the_ivy_collection,,https://www.facebook.com/TheIvyBrasseries/,"Join us at The Ivy Soho Brasserie, the best in Soho restaurants for brunch, pre-theatre, dinner and live music and open 7 days a week.",London,26-28,W1F 8JB,Broadwick Street,,,952022,,,,+44 20 3301 1166,,,,https://theivysohobrasserie.com/,limited,,,0,yes,yes,,,,,,,,,Mo-Sa 08:30-00:00; Su 09:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854725836,Salt,51.5107495,-0.1294546,node,,,London,Leicester Square,restaurant,restaurant,,Salt,,,,,,London,20-21,WC2H 7LE,Leicester Square,,,,,,,,,FHRS Open Data,,,,,,0,,,,,,,,2025-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859816461,Costa,51.5101525,-0.1314878,node,,,London,Coventry Street,cafe,cafe,coffee_shop,Costa,,,,,,London,39,W1D 6BZ,Coventry Street,,,1031654,,,,,,,,,,,,,yes,yes,,,Costa,Q608845,en:Costa Coffee,2024-11-30,,コスタ,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864132604,Siirgista Bros,51.5105092,-0.1324361,node,,,London,Rupert Street,restaurant,restaurant,,Siirgista Bros,,,,,,London,19,W1D 7PA,Rupert Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864171060,Thai Tho,51.5113794,-0.132792,node,,,,,restaurant,restaurant,,Thai Tho,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865627308,Speedboat Bar,51.5111794,-0.1326565,node,,https://speedboatbar.co.uk/,London,Rupert Street,restaurant,restaurant,thai,Speedboat Bar,"['info@speedboatbar.co.uk', 'speedboatbar@sohohouse.com']",https://www.instagram.com/speedboatbar/,,https://www.facebook.com/Speedboat-Bar-105221982280865,Events,London,30,W1D 6DL,Rupert Street,,,,,,,,,,,https://speedboatbar.co.uk/,,,,,,,,,,,,,,,Su-Th 12:00-23:00; Fr 12:00-01:00; Sa 12:00-01:00,,,,,,https://www.linkedin.com/company/speedboat-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865703244,Butifarra,51.5110122,-0.1325185,node,,,,,restaurant,restaurant,peruvian,Butifarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865710160,C & R Restaurant,51.511166,-0.132438,node,,,,,restaurant,restaurant,malaysian,C & R Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865721590,Morada Brindisa Asador,51.510886,-0.1324064,node,,,,,restaurant,restaurant,spanish,Morada Brindisa Asador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871656929,Apna Adda,51.5111179,-0.1296262,node,,,,,restaurant,restaurant,indian,Apna Adda,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874283502,Fogo de Chão,51.5109844,-0.1319262,node,,,,,restaurant,restaurant,brazilian;steak_house,Fogo de Chão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fogo de Chão,Q5464133,,2025-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875921414,JinLi,51.5110357,-0.1310658,node,,,,,restaurant,restaurant,,JinLi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875985486,Qiang Brothers,51.5118885,-0.1319138,node,,,London,Shaftesbury Avenue,restaurant,restaurant,,Qiang Brothers,,,,,,London,74,W1D 6NA,Shaftesbury Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876088455,Misato,51.5108135,-0.1318512,node,,,,Wardour Street,restaurant,restaurant,japanese;sushi,Misato,,,,,,,11,,Wardour Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876142204,The Eight,51.5118452,-0.1320244,node,,http://www.theeightrestaurant.co.uk/,London,Shaftesbury Avenue,restaurant,restaurant,,The Eight,[],https://www.instagram.com/theeightlondon/,,,,London,68;70,W1D 6LZ,Shaftesbury Avenue,,,,,,,,,,,http://www.theeightrestaurant.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877345309,Orient,51.5109408,-0.131901,node,,,,Wardour Street,restaurant,restaurant,,Orient,,,,,,,15,,Wardour Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880873822,Nando's,51.5140947,-0.1316679,node,,https://www.nandos.co.uk/restaurants/soho,,Frith Street,restaurant,restaurant,chicken;portuguese,Nando's,[],http://instagram.com/nandosuk,https://twitter.com/NandosUK,https://www.facebook.com/Nandos.UnitedKingdom,Fulfil your Nando's cravings at our restaurant at Soho's Frith Street . Come visit for that PERi-PERi fix!,,10,,Frith Street,,,,,,,,,,,https://www.nandos.co.uk/restaurants/soho,no,,,,,,,,Nando's,Q3472954,en:Nando's,2025-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966906721,MW Buffet Chinese,51.5115503,-0.1326653,node,,,,,restaurant,restaurant,chinese,MW Buffet Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971073722,28°-50° Wine Workshop & Kitchen,51.5131733,-0.141796,node,+44 20 7495 1505,https://www.2850.co.uk/maddox,London,Maddox Street,restaurant,restaurant,french,28°-50° Wine Workshop & Kitchen,"['marylebone@2850.co.uk', '2NEmarylebone@2850.co.uk']",https://www.instagram.com/2850marylebone/,https://twitter.com/2850Marylebone,https://www.facebook.com/2850Marylebone/,"A stylish and relaxed wine bar and restaurant in Marylebone, close to Oxford St and Bond St,  offering a modern European dining experience and an extensive wine list.",London,17-19,W1S 2QH,Maddox Street,,,,,,,+44 20 7495 1505,,,,https://www.2850.co.uk/maddox,limited,,,,,,,,,,,,,,,,,,,,,,28°-50° Wine Workshop & Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009334241,Imad's Syrian Kitchen,51.5127258,-0.1387318,node,+44 20 7434 2448,https://www.imadssyriankitchen.co.uk/,London,Kingly Court,restaurant,restaurant,syrian,Imad's Syrian Kitchen,[],https://www.instagram.com/imadssyriankitchen/,,https://www.facebook.com/Imads-Syrian-Kitchen-726045544241445/,,London,,W1B 5PW,Kingly Court,,,1294850,,,,+44 20 7434 2448,,receipt,,https://www.imadssyriankitchen.co.uk/,,,,,yes,no,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.14-2.16,,,,,GB362 0068 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009334242,Oka,51.5127628,-0.1387749,node,+44 20 7734 3556,https://www.okarestaurant.co.uk/,London,Kingly Court,restaurant,restaurant,japanese,Oka,['enquiry@okarestaurant.co.uk'],https://www.instagram.com/okarestaurant/?hl=en,,https://facebook.com/RestaurantOka/,"OKA Restaurant serves sushi, sashimi, and a variety of Pan-Asian dishes in a stylish yet relaxed dining setting across London.",London,,W1B 5PW,Kingly Court,,,,,,,+44 20 7734 3556,,,,https://www.okarestaurant.co.uk/,,,,1,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,kingly@okarestaurant.co.uk,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036334995,Temper,51.5134966,-0.1357685,node,,https://temperrestaurant.com/,,Broadwick St,restaurant,restaurant,international,Temper,[],https://www.instagram.com/laurencofie/,,https://www.facebook.com/temperrestaurant/,"temper London – Fire-cooked steaks, smoky tacos & cocktails. Bottomless brunch, Taco Tuesday & Sunday roasts in Soho, Covent Garden & the City.",,25,,Broadwick St,,,,,,,,,,,https://temperrestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/temperrestaurant/,temperldn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111046409,The Little Violet Door,51.5124703,-0.1389391,node,,,London,Kingly Street,restaurant,restaurant,,The Little Violet Door,,,,,,London,9,W1B 5PH,Kingly Street,,,,,,,,,,,,no,Q7715328,,,,,,en:The Bag O'Nails,,,,,,,,,,,,,,,,,,,,,,,,The Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150570900,The Araki,51.5117878,-0.1402334,node,+44 20 7287 2481,https://www.the-araki.com/,London,New Burlington Street,restaurant,restaurant,sushi,The Araki,,,,,,London,12,W1S 3BH,New Burlington Street,,,1159356,,,,+44 20 7287 2481,,,,https://www.the-araki.com/,,Q21585342,"HTTPSConnectionPool(host='www.the-araki.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='www.the-araki.com', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,,,,,,,,,,,Mo off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
